benchmark,modality,run_id,run_name,created_at,state,masking_ratio,noise_level,param_combo,test_auroc,test_ap,test_f1,test_balanced_acc,test_loss,val_auroc,val_ap,val_f1,train_auroc,train_loss,notes,category,masking_behavior
brats18_lgg_vs_hgg,t2,7245539467.16383-c65ab6df-08ed,resenc_MDAE_pretrained_t2_2025-08-06_06-20-32,2025-08-06T06:21:05Z,finished,50,25,M50_N25,0.6365079879760742,0.5944428443908691,0.680134654045105,0.6928571462631226,0.7293407320976257,0.561904788017273,0.5586825609207153,0.4959056675434112,0.9970017671585084,0.3631609082221985,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N25 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539410.24038-51133309-73be,resenc_MDAE_pretrained_t2_2025-08-06_06-21-49,2025-08-06T06:22:23Z,finished,50,50,M50_N50,0.670634925365448,0.6429437398910522,0.4722222089767456,0.5095238089561462,0.632746160030365,0.5587301254272461,0.5646761655807495,0.5763513445854187,0.9992945194244384,0.3534173369407654,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N50 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539344.45484-0e4444fa-193f,resenc_MDAE_pretrained_t2_2025-08-06_06-22-47,2025-08-06T06:23:20Z,finished,50,75,M50_N75,0.6142857074737549,0.5822467803955078,0.6089938879013062,0.6142857074737549,0.8328039646148682,0.5761904716491699,0.5732414722442627,0.5099206566810608,0.9989417791366576,0.3560703098773956,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N75 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539229.61589-c427b595-dc46,resenc_MDAE_pretrained_t2_2025-08-06_06-23-54,2025-08-06T06:24:27Z,finished,75,25,M75_N25,0.6174603700637817,0.5879598259925842,0.5038402676582336,0.5190476179122925,0.6820024847984314,0.5777777433395386,0.5832504630088806,0.5476190447807312,0.9980599284172058,0.3584358096122741,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N25 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245538888.32504-8b1b95da-5fa6,resenc_MDAE_pretrained_t2_2025-08-06_06-24-18,2025-08-06T06:24:50Z,finished,95,75,M95_N75,0.6555555462837219,0.6108309626579285,0.615730345249176,0.6071428656578064,0.6518594026565552,0.6031745672225952,0.5892369151115417,0.5476190447807312,0.9991180896759032,0.3526223301887512,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N75 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539290.59531-5b86e11e-d13b,resenc_MDAE_pretrained_t2_2025-08-06_06-24-23,2025-08-06T06:24:56Z,finished,50,100,M50_N100,0.620634913444519,0.6085734963417053,0.5655487775802612,0.5690476298332214,0.7153059244155884,0.5650793313980103,0.5907082557678223,0.5262148380279541,0.9994708895683287,0.3504580557346344,FlowMDAE Ablation RESENC_FLOWMDAE_M50_N100 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245538836.80993-a486ef34-94cd,resenc_MDAE_pretrained_t2_2025-08-06_06-24-50,2025-08-06T06:25:19Z,finished,95,100,M95_N100,0.6539682149887085,0.6084281206130981,0.5144016146659851,0.5142857432365417,0.6568742990493774,0.6079365015029907,0.6220352649688721,0.5112733840942383,0.998236358165741,0.3578723669052124,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N100 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539061.81707-fb3e0aff-bf58,resenc_MDAE_pretrained_t2_2025-08-06_06-26-56,2025-08-06T06:27:28Z,finished,75,100,M75_N100,0.6619047522544861,0.6377902626991272,0.6233968138694763,0.6261904835700989,0.6475959420204163,0.5603174567222595,0.6039444804191589,0.5398385524749756,0.998236358165741,0.3586630821228027,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N100 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539114.66590-08c6adec-3c36,resenc_MDAE_pretrained_t2_2025-08-06_06-37-27,2025-08-06T06:27:38Z,finished,75,75,M75_N75,0.6952381134033203,0.6386606693267822,0.6089938879013062,0.6142857074737549,0.7323492765426636,0.5198412537574768,0.517228364944458,0.5099206566810608,0.9905643463134766,0.35503950715065,FlowMDAE Ablation RESENC_FLOWMDAE_M75_N75 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245539001.06602-23673378-e9eb,resenc_MDAE_pretrained_t2_2025-08-06_06-28-08,2025-08-06T06:28:40Z,finished,95,25,M95_N25,0.4873015880584717,0.5138146877288818,0.393617033958435,0.4404761791229248,0.7768661975860596,0.5730158686637878,0.5601190328598022,0.4602272808551788,0.998236358165741,0.3580391108989715,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N25 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
brats18_lgg_vs_hgg,t2,7245538948.13965-0304b38f-18d7,resenc_MDAE_pretrained_t2_2025-08-06_06-30-46,2025-08-06T06:31:21Z,finished,95,50,M95_N50,0.6746031641960144,0.6218860745429993,0.6380952596664429,0.6380952596664429,0.6641811728477478,0.5444444417953491,0.5841598510742188,0.4608108103275299,0.9961198568344116,0.362793892621994,FlowMDAE Ablation RESENC_FLOWMDAE_M95_N50 pretrained on brats18 lgg_vs_hgg with t2,Random Sampling,"Random [1%, M%]"
