benchmark,modality,run_id,run_name,created_at,state,test_auroc,test_ap,test_f1,notes,raw_note,masking_ratio,noise_level,param_combo,category,masking_behavior
upenn_gbm_idh1_status,t1,7245353365.09231-4d72c67d-31c7,resenc_MDAE_pretrained_t1_2025-08-08_09-59-28,2025-08-08T09:59:57Z,finished,0.6514481902122498,0.5870386958122253,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with t1,75,100,M75_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353421.72745-a46c47f4-e11e,resenc_MDAE_pretrained_t1_2025-08-08_09-59-47,2025-08-08T10:00:18Z,finished,0.5184094905853271,0.5104230046272278,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with t1,75,75,M75_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353298.29752-ff9e2a61-d114,resenc_MDAE_pretrained_t1_2025-08-08_09-59-54,2025-08-08T10:00:21Z,finished,0.4356897473335266,0.4908141493797302,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with t1,95,25,M95_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353189.07733-1191c2e8-192b,resenc_MDAE_pretrained_t1_2025-08-08_10-00-00,2025-08-08T10:00:32Z,finished,0.4516445696353912,0.4799849689006805,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with t1,95,75,M95_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245353534.31341-ce8c48ad-3cfc,resenc_MDAE_pretrained_t1_2025-08-08_10-04-45,2025-08-08T10:05:29Z,finished,0.4030436873435974,0.4838829338550568,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with t1,75,25,M75_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245355302.75332-dbaae3ef-086d,resenc_MDAE_pretrained_t1_2025-08-08_10-21-16,2025-08-08T10:21:47Z,finished,0.6246931552886963,0.589155912399292,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t1,50,75,M50_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t1,7245348114.92416-68f0ec9a-252a,resenc_MDAE_pretrained_t1_2025-08-08_11-28-10,2025-08-08T11:28:43Z,finished,0.3691703677177429,0.4767079353332519,0.4427777826786041,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t1,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t1,50,25,M50_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937693.29224-0fbce914-c7dd,resenc_MDAE_pretrained_flair_2025-08-13_05-36-50,2025-08-13T05:20:53Z,finished,0.7899878025054932,0.7006056904792786,0.6181818246841431,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on ucsf_pdgm idh_classification with flair,25,25,M25_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937613.22950-d5bb323d-86c4,resenc_MDAE_pretrained_flair_2025-08-13_05-30-42,2025-08-13T05:22:04Z,finished,0.7649573087692261,0.7550379037857056,0.6464285850524902,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on ucsf_pdgm idh_classification with flair,25,50,M25_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937525.00635-f0fb0d25-9a48,resenc_MDAE_pretrained_flair_2025-08-13_05-42-36,2025-08-13T05:25:28Z,finished,0.6471306085586548,0.6381694078445435,0.5758008360862732,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on ucsf_pdgm idh_classification with flair,25,75,M25_N75,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937352.71837-f0e7b56d-6d7f,resenc_MDAE_pretrained_flair_2025-08-13_05-28-47,2025-08-13T05:29:16Z,finished,0.6999388933181763,0.6788133382797241,0.532670795917511,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on ucsf_pdgm idh_classification with flair,50,25,M50_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937261.42791-65931064-aff1,resenc_MDAE_pretrained_flair_2025-08-13_05-29-36,2025-08-13T05:30:04Z,finished,0.7448107004165649,0.6991413831710815,0.5984160900115967,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on ucsf_pdgm idh_classification with flair,50,50,M50_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937181.07929-4a1603c4-340c,resenc_MDAE_pretrained_flair_2025-08-13_05-29-42,2025-08-13T05:30:12Z,finished,0.8339438438415527,0.7877888679504395,0.6909090876579285,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on ucsf_pdgm idh_classification with flair,50,75,M50_N75,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937093.51711-4ed20873-87b7,resenc_MDAE_pretrained_flair_2025-08-13_10-19-53,2025-08-13T05:31:10Z,finished,0.8018925189971924,0.7767297625541687,0.6857143044471741,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on ucsf_pdgm idh_classification with flair,50,100,M50_N100,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244937432.99137-20a9d905-da2f,resenc_MDAE_pretrained_flair_2025-08-13_05-30-40,2025-08-13T05:31:10Z,finished,0.7408424615859985,0.7174402475357056,0.5732758641242981,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on ucsf_pdgm idh_classification with flair,25,100,M25_N100,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244936993.23545-1cb7c2b7-b7c1,resenc_MDAE_pretrained_flair_2025-08-13_05-36-13,2025-08-13T05:36:45Z,finished,0.7032966613769531,0.6945226192474365,0.6181818246841431,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on ucsf_pdgm idh_classification with flair,75,25,M75_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244936883.48997-d708ece9-d78d,resenc_MDAE_pretrained_flair_2025-08-13_05-44-24,2025-08-13T05:44:57Z,finished,0.8125762939453125,0.7780536413192749,0.6743420958518982,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on ucsf_pdgm idh_classification with flair,75,50,M75_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244936502.06026-dd45fc25-5944,resenc_MDAE_pretrained_flair_2025-08-13_05-46-04,2025-08-13T05:46:27Z,finished,0.6498779058456421,0.6617535352706909,0.6015205979347229,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on ucsf_pdgm idh_classification with flair,95,50,M95_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244936424.56613-0ce1e488-afe9,resenc_MDAE_pretrained_flair_2025-08-13_05-46-07,2025-08-13T05:46:28Z,finished,0.7530524730682373,0.7166445851325989,0.6743420958518982,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on ucsf_pdgm idh_classification with flair,95,75,M95_N75,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,flair,7244936695.38675-a53ebba5-f463,resenc_MDAE_pretrained_flair_2025-08-13_05-47-23,2025-08-13T05:47:46Z,finished,0.7142857313156128,0.7181808948516846,0.6749082803726196,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on ucsf_pdgm idh_classification with flair,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on ucsf_pdgm idh_classification with flair,75,100,M75_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355621.55819-b6bb4d57-2e95,resenc_MDAE_pretrained_t2_2025-08-08_09-21-43,2025-08-08T09:22:09Z,finished,0.507118284702301,0.5134992599487305,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t2,25,25,M25_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355568.88359-a61d66f2-5c97,resenc_MDAE_pretrained_t2_2025-08-08_09-23-41,2025-08-08T09:24:10Z,finished,0.5535100698471069,0.5341958999633789,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t2,25,50,M25_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355511.41100-d63c4d50-c09a,resenc_MDAE_pretrained_t2_2025-08-08_09-30-09,2025-08-08T09:30:53Z,finished,0.5098183155059814,0.5016587972640991,0.4433962404727936,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t2,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355387.53640-40b00ae6-310b,resenc_MDAE_pretrained_t2_2025-08-08_09-31-56,2025-08-08T09:32:30Z,finished,0.5265096426010132,0.551058292388916,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t2,50,25,M50_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353681.33714-b280c583-5721,resenc_MDAE_pretrained_t2_2025-08-08_09-47-07,2025-08-08T09:47:53Z,finished,0.5206185579299927,0.5325936675071716,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t2,50,50,M50_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353919.02450-a46c3f64-66ca,resenc_MDAE_pretrained_t2_2025-08-08_09-49-48,2025-08-08T09:50:15Z,finished,0.5724104046821594,0.5367342829704285,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on upenn_gbm idh1_status with t2,25,50,M25_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353974.12193-1ddcf39d-7cf9,resenc_MDAE_pretrained_t2_2025-08-08_09-51-35,2025-08-08T09:52:08Z,finished,0.5385370850563049,0.5243514776229858,0.4485981166362762,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on upenn_gbm idh1_status with t2,25,25,M25_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353808.17734-af24477c-39fa,resenc_MDAE_pretrained_t2_2025-08-08_09-51-59,2025-08-08T09:52:27Z,finished,0.5905743837356567,0.5559238791465759,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on upenn_gbm idh1_status with t2,25,100,M25_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353575.31867-1fb7076f-1c4c,resenc_MDAE_pretrained_t2_2025-08-08_09-55-55,2025-08-08T09:56:23Z,finished,0.5881197452545166,0.5492944121360779,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on upenn_gbm idh1_status with t2,50,100,M50_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353625.50696-39b982ac-b877,resenc_MDAE_pretrained_t2_2025-08-08_09-56-49,2025-08-08T09:57:16Z,finished,0.5019636154174805,0.5122225284576416,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t2,50,75,M50_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353453.15296-37cc630c-755f,resenc_MDAE_pretrained_t2_2025-08-08_09-59-13,2025-08-08T09:59:41Z,finished,0.5429553389549255,0.5279858708381653,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N50 pretrained on upenn_gbm idh1_status with t2,75,50,M75_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353220.75072-d30eda57-9fa3,resenc_MDAE_pretrained_t2_2025-08-08_09-59-39,2025-08-08T10:00:09Z,finished,0.5068728923797607,0.5439893007278442,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on upenn_gbm idh1_status with t2,95,50,M95_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353396.24369-9c4897a8-5e89,resenc_MDAE_pretrained_t2_2025-08-08_09-59-54,2025-08-08T10:00:26Z,finished,0.4742267727851868,0.4972274005413055,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N75 pretrained on upenn_gbm idh1_status with t2,75,75,M75_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353167.83126-cf1e4ecb-e1df,resenc_MDAE_pretrained_t2_2025-08-08_10-00-03,2025-08-08T10:00:29Z,finished,0.4810996651649475,0.545630693435669,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N75 pretrained on upenn_gbm idh1_status with t2,95,75,M95_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353272.17745-c5735267-bb80,resenc_MDAE_pretrained_t2_2025-08-08_10-00-01,2025-08-08T10:00:29Z,finished,0.5773196220397949,0.564410924911499,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on upenn_gbm idh1_status with t2,95,25,M95_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353742.53455-28f7f612-3824,resenc_MDAE_pretrained_t2_2025-08-08_10-00-14,2025-08-08T10:00:56Z,finished,0.5952380895614624,0.5611103773117065,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on upenn_gbm idh1_status with t2,50,25,M50_N25,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353339.12933-f89c7822-3c79,resenc_MDAE_pretrained_t2_2025-08-08_10-02-01,2025-08-08T10:02:31Z,finished,0.5724104046821594,0.5351970791816711,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on upenn_gbm idh1_status with t2,75,100,M75_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353115.34684-eac4aec1-528b,resenc_MDAE_pretrained_t2_2025-08-08_10-03-20,2025-08-08T10:03:49Z,finished,0.4879724979400635,0.517246663570404,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N100 pretrained on upenn_gbm idh1_status with t2,95,100,M95_N100,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245353863.41357-4c4855f3-efe3,resenc_MDAE_pretrained_t2_2025-08-08_10-22-42,2025-08-08T10:23:07Z,finished,0.5213549137115479,0.5206125378608704,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on upenn_gbm idh1_status with t2,25,75,M25_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355277.70295-51fb97ab-3c02,resenc_MDAE_pretrained_t2_2025-08-08_10-22-21,2025-08-08T10:23:19Z,finished,0.4850269854068756,0.5091943740844727,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on upenn_gbm idh1_status with t2,50,75,M50_N75,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245355332.55868-e07afd2f-337a,resenc_MDAE_pretrained_t2_2025-08-08_10-25-56,2025-08-08T10:26:25Z,finished,0.5184094309806824,0.5167114734649658,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on upenn_gbm idh1_status with t2,50,50,M50_N50,Fixed Masking,Fixed at M%
upenn_gbm_idh1_status,t2,7245348078.15732-1a07b723-685d,resenc_MDAE_pretrained_t2_2025-08-08_11-21-04,2025-08-08T11:21:35Z,finished,0.5763378143310547,0.543383002281189,0.4511627852916717,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on upenn_gbm idh1_status with t2,75,25,M75_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937625.65246-3d942df3-258b,resenc_MDAE_pretrained_t2_2025-08-13_05-30-40,2025-08-13T05:21:51Z,finished,0.7851037979125977,0.7259443402290344,0.6962785124778748,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N50 pretrained on ucsf_pdgm idh_classification with t2,25,50,M25_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937538.44230-37c221c4-fd0b,resenc_MDAE_pretrained_t2_2025-08-13_05-32-18,2025-08-13T05:23:39Z,finished,0.7124541997909546,0.6787669062614441,0.6604938507080078,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N75 pretrained on ucsf_pdgm idh_classification with t2,25,75,M25_N75,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937445.87872-7fef2993-1c75,resenc_MDAE_pretrained_t2_2025-08-13_05-42-37,2025-08-13T05:25:40Z,finished,0.7887667417526245,0.7640670537948608,0.6545454263687134,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N100 pretrained on ucsf_pdgm idh_classification with t2,25,100,M25_N100,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937365.90960-f447705e-f076,resenc_MDAE_pretrained_t2_2025-08-13_05-26-18,2025-08-13T05:26:47Z,finished,0.7710622549057007,0.7571663856506348,0.6702892184257507,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N25 pretrained on ucsf_pdgm idh_classification with t2,50,25,M50_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937707.69047-241d4f3d-c34e,resenc_MDAE_pretrained_t2_2025-08-13_05-26-47,2025-08-13T05:27:15Z,finished,0.6916972398757935,0.6898453235626221,0.6464285850524902,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M25_N25 pretrained on ucsf_pdgm idh_classification with t2,25,25,M25_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937274.36161-88b72572-eb86,resenc_MDAE_pretrained_t2_2025-08-13_05-29-32,2025-08-13T05:29:59Z,finished,0.7564102411270142,0.6502774953842163,0.4686940908432007,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N50 pretrained on ucsf_pdgm idh_classification with t2,50,50,M50_N50,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937193.69713-751b6eb0-ed78,resenc_MDAE_pretrained_t2_2025-08-13_05-29-50,2025-08-13T05:30:19Z,finished,0.7777777910232544,0.744962215423584,0.6093974113464355,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N75 pretrained on ucsf_pdgm idh_classification with t2,50,75,M50_N75,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937106.64768-3070eae7-ca74,resenc_MDAE_pretrained_t2_2025-08-13_05-30-42,2025-08-13T05:31:08Z,finished,0.7524420022964478,0.7420639991760254,0.6265432238578796,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M50_N100 pretrained on ucsf_pdgm idh_classification with t2,50,100,M50_N100,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244937006.66011-b0054fe7-ce7d,resenc_MDAE_pretrained_t2_2025-08-13_10-21-03,2025-08-13T05:36:33Z,finished,0.728327214717865,0.7088186740875244,0.6791602373123169,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N25 pretrained on ucsf_pdgm idh_classification with t2,75,25,M75_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244936708.62598-79cba5f2-aa52,resenc_MDAE_pretrained_t2_2025-08-13_05-42-38,2025-08-13T05:43:03Z,finished,0.7503052353858948,0.7214820384979248,0.5572450757026672,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M75_N100 pretrained on ucsf_pdgm idh_classification with t2,75,100,M75_N100,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244936624.17903-8d199fab-9894,resenc_MDAE_pretrained_t2_2025-08-13_05-42-43,2025-08-13T05:43:05Z,finished,0.7728937864303589,0.7378525733947754,0.6702892184257507,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N25 pretrained on ucsf_pdgm idh_classification with t2,95,25,M95_N25,Fixed Masking,Fixed at M%
ucsf_pdgm_idh_classification,t2,7244936526.68480-a58cf15d-2a4b,resenc_MDAE_pretrained_t2_2025-08-13_05-46-12,2025-08-13T05:46:35Z,finished,0.7887668013572693,0.7579988241195679,0.6373626589775085,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on ucsf_pdgm idh_classification with t2,FlowMDAE FIXED Masking Ablation RESENC_FLOWMDAE_M95_N50 pretrained on ucsf_pdgm idh_classification with t2,95,50,M95_N50,Fixed Masking,Fixed at M%
