run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_pretrained_checkpoint_path,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_token_aggregation_method,config_use_brainiac_preprocessing,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_dinov2_model_name,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245876077.20540-530a9e44-c0f0,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-02_10-10-09,finished,2025-08-02T08:44:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245876077.20540-530a9e44-c0f0,,1ba66831-ee79-42b1-a9d5-f3b2d0e8748c,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5365036725997925,0.5303910970687866,0.5,0.33076924085617065,0.6991127133369446,0.7151800394058228,0.7334600687026978,0.6670222282409668,0.6644773483276367,0.6407527327537537,0.4821505844593048,0.4707661271095276,0.476670503616333,0.4744252860546112,0.7548083662986755,29678,1131,1754154723.203894,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245875339.77880-947a09f9-f719,resenc_time_conditioned_pretrained_t1wce_2025-08-02_08-58-48,finished,2025-08-02T09:00:20Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245875339.77880-947a09f9-f719,,91b3ebdb-d9f6-4b7c-93bf-4cca14e1c2cb,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.4501746892929077,0.4027484059333801,0.5,0.33076924085617065,0.6978863477706909,0.5572582483291626,0.5652040839195251,0.548701286315918,0.5481342077255249,0.6890358924865723,0.5525354146957397,0.5263537168502808,0.4812787771224976,0.48122525215148926,0.7050421833992004,27032,1000,1754152251.1963682,200,6.092193744349217e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245874426.81573-1acccc9d-77de,resenc_pretrained_t1wce_2025-08-02_09-18-04,finished,2025-08-02T09:18:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245874426.81573-1acccc9d-77de,,e5231c86-85df-4221-a59f-a918572df776,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5088012218475342,0.4809725284576416,0.5,0.33076924085617065,0.6955965161323547,0.6675852537155151,0.6907328367233276,0.6585342884063721,0.6586982011795044,0.659581184387207,0.5211102366447449,0.47263824939727783,0.44383639097213745,0.440105140209198,0.7245849370956421,27838,1000,1754154155.5775945,200,7.615242180436517e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245873602.18743-aadcb003-4280,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1wce_2025-08-02_09-35-24,finished,2025-08-02T09:36:05Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245873602.18743-aadcb003-4280,,de1af18f-00c0-459d-9963-b998d3fd1e78,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.4687192440032959,0.44186046719551086,0.5,0.33076924085617065,0.7286399602890015,0.7564340829849243,0.7630612254142761,0.6905380487442017,0.6908201575279236,0.6225647926330566,0.5542007684707642,0.5718605518341064,0.5930299758911133,0.5927523374557495,0.7491143941879272,28674,1000,1754156038.2918556,200,7.615242180436517e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245829037.42058-e6bb2df0-f115,resenc_time_conditioned_pretrained_t1wce_2025-08-02_21-47-48,finished,2025-08-02T21:49:28Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245829037.42058-e6bb2df0-f115,,782a9696-d238-4852-9929-a53fcee5ed5e,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,0.5,0.5160086750984192,0.5076638460159302,0.5,0.33076924085617065,0.6961257457733154,0.6008989810943604,0.6236827373504639,0.6223561763763428,0.6157096028327942,0.671055793762207,0.6002095937728882,0.568548321723938,0.5080645084381104,0.5079091191291809,0.7048070430755615,26880,1000,1754198246.0548658,200,7.615242180436517e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245826527.91917-b45634a1-6ed1,resenc_time_conditioned_pretrained_t1wce_2025-08-02_22-29-57,finished,2025-08-02T22:31:28Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245826527.91917-b45634a1-6ed1,,0763cd14-67f5-4020-a67d-d89083c00ef6,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,0.5,0.5595703125,0.5531183481216431,0.5,0.33076924085617065,0.6939930319786072,0.649397611618042,0.6593506336212158,0.6241187453269958,0.6214195489883423,0.6652228832244873,0.5426596403121948,0.5246255397796631,0.5054723620414734,0.5049189925193787,0.7129754424095154,27354,1000,1754201241.6366434,200,4.5691453082619125e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245824302.77466-821f6c63-9b29,resenc_time_conditioned_pretrained_t1wce_2025-08-02_23-12-50,finished,2025-08-02T23:14:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245824302.77466-821f6c63-9b29,,514c10ad-88d0-4fd1-b997-50ce809fe504,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,2e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,0.5,0.538522481918335,0.5280126333236694,0.5393763184547424,0.5372340679168701,0.7371347546577454,0.7657793760299683,0.7644156217575073,0.6961503028869629,0.6887550354003906,0.6176982522010803,0.5591686964035034,0.5538594722747803,0.5472350120544434,0.5402597188949585,0.7360732555389404,25373,1000,1754201843.9337454,200,1.5230484360873043e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245820205.21397-c54b7650-2f38,resenc_time_conditioned_pretrained_t1wce_2025-08-03_00-15-44,finished,2025-08-03T00:16:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245820205.21397-c54b7650-2f38,,b83b600f-5d1e-4dc2-a8a9-01ed176a4143,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,0.5,0.5936486721038818,0.5983086824417114,0.5,0.33076924085617065,0.6947174668312073,0.5644423961639404,0.5853061676025391,0.5004638433456421,0.35312119126319885,0.6884291172027588,0.5302523970603943,0.4913594126701355,0.5,0.3444444537162781,0.6936213970184326,25650,1000,1754205847.9993172,200,6.092193744349217e-09,23400,,cls_token,,,,,,,,,False,,256.0,0.5,64.0,,,,,,,,,,,,,
7245740951.16675-f97e611c-6fd8,dinov2_pretrained_t1wce_2025-08-03_22-27-45,finished,2025-08-03T22:28:19Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245740951.16675-f97e611c-6fd8,,251e20b9-eb2b-4a8a-84e5-8e3a1edf67d6,t-jiachentu,False,0,Classification,200,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,,0.5,0.5114120244979858,0.5029070377349854,0.5,0.3358778655529022,0.702069878578186,0.5243465900421143,0.5176531076431274,0.5174397230148315,0.46478813886642456,0.6921157836914062,0.5302789211273193,0.5239055156707764,0.5,0.3444444537162781,0.6920182704925537,31303,1000,1754291399.6825898,200,6.092193744349217e-09,46600,,mean,True,,,,,,,,,mean,,,,facebook/dinov2-base,,,,,,,,,,,,
7245739432.41877-c651ae70-fa6c,mri_core_pretrained_t1wce_2025-08-03_22-48-07,finished,2025-08-03T22:48:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245739432.41877-c651ae70-fa6c,,9e5e13ed-8ec3-413e-b3ec-525fd0420a2d,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,0.0001,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,0.5,0.479497104883194,0.42600423097610474,0.5,0.33076924085617065,0.699964702129364,0.49229714274406433,0.49398887157440186,0.4900742173194885,0.46386057138442993,0.694927990436554,0.5340420007705688,0.5249136090278625,0.5,0.3444444537162781,0.692393958568573,22816,500,1754284133.7088594,100,3.854818796385494e-08,23300,,mean,,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,,,,,,,,,,,,
7245739094.72319-4c60fcb8-f426,resenc_pretrained_t1wce_2025-08-03_22-53-46,finished,2025-08-03T22:54:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245739094.72319-4c60fcb8-f426,,f9572ece-674d-437e-b3d5-657bbbdfff2c,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5142489671707153,0.48308664560317993,0.5,0.33076924085617065,0.6942489743232727,0.6234166622161865,0.6402782201766968,0.6252782940864563,0.6209988594055176,0.6740328669548035,0.5460845232009888,0.5339861512184143,0.45622119307518005,0.45622119307518005,0.701840877532959,28184,1000,1754289844.356341,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245719235.68702-df141020-1ce8,brainiac_pretrained_t1wce_2025-08-04_04-26-21,finished,2025-08-04T04:26:49Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245719235.68702-df141020-1ce8,,2e0dceb9-a011-4a35-8992-4d53ee437381,t-jiachentu,False,0,Classification,200,False,brainiac,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,0.0,0.4942913353443146,0.4667019248008728,0.518498957157135,0.5120192170143127,0.6973744630813599,0.6237841844558716,0.6454731225967407,0.6147031784057617,0.6147652864456177,0.6729112267494202,0.4822474718093872,0.4556451439857483,0.4573732614517212,0.4450168013572693,0.7823646068572998,23964,1000,1754305571.3457506,200,4.5691453082619125e-09,23400,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245717891.09889-2be26063-def8,brainmvp_pretrained_t1wce_2025-08-04_04-46-32,finished,2025-08-04T04:46:56Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245717891.09889-2be26063-def8,,2f3f7a84-c39a-4dd1-a5f1-f6f95e2bb49d,t-jiachentu,False,0,Classification,200,False,brainmvp,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,0.0,0.5549848675727844,0.5665961503982544,0.5023784637451172,0.4572755098342895,0.6923109292984009,0.6265203952789307,0.6456772089004517,0.626252293586731,0.6259540319442749,0.6748075485229492,0.4918493628501892,0.45679721236228943,0.5008640885353088,0.35993802547454834,0.7352946400642395,19288,1000,1754302102.7001476,200,4.5691453082619125e-09,23400,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245697137.11618-2b308d34-a895,resenc_SwinUNETR_pretrained_t1wce_2025-08-04_10-26-47,finished,2025-08-04T10:27:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245697137.11618-2b308d34-a895,,804629e8-409a-4605-8839-8aba3de8f75c,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SwinUNETR/checkpoint_final.pth,0.2,0.4763396084308624,0.4228329658508301,0.4368393421173096,0.4367816150188446,0.7939440011978149,0.9858877658843994,0.986558437347412,0.9362244606018066,0.9353975057601928,0.3920466899871826,0.4871644377708435,0.4675979018211365,0.4570852518081665,0.4570031762123108,1.127096176147461,23256,1000,1754326531.834389,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245696283.29364-13d7867e-ee66,resenc_VoCo_pretrained_t1wce_2025-08-04_10-40-20,finished,2025-08-04T10:40:55Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245696283.29364-13d7867e-ee66,,5d38594d-5c48-422b-837c-0b1234613176,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,0.2,0.5577998161315918,0.5613107681274414,0.5,0.33076924085617065,0.6937241554260254,0.9433473348617554,0.9430612325668336,0.8624304533004761,0.8620843291282654,0.4724558293819427,0.5639673471450806,0.5420507192611694,0.4991359412670135,0.4991006255149842,0.92524653673172,27952,1000,1754332006.065292,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245695518.87109-f11f3964-49c8,resenc_SimCLR_pretrained_t1wce_2025-08-04_11-01-05,finished,2025-08-04T11:01:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245695518.87109-f11f3964-49c8,,a1d530bf-857c-46c5-a90a-fbce618c0529,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SimCLR/checkpoint_final.pth,0.2,0.5591681003570557,0.547568678855896,0.5,0.33076924085617065,0.6963160037994385,0.8534157872200012,0.872411847114563,0.8236085176467896,0.8232954740524292,0.540244460105896,0.4319826364517212,0.3701036870479584,0.39544928073883057,0.3947843611240387,0.9086697697639464,28326,1000,1754333626.027125,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245694726.30770-21daee91-90bc,resenc_MG_pretrained_t1wce_2025-08-04_11-13-04,finished,2025-08-04T11:13:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_rsna_miccai_brain_tumor_mgmt_methylation_single_t1wce/runs/7245694726.30770-21daee91-90bc,,41963f69-91c3-461c-ae50-d9eb9b10b063,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset020_RSNA_MICCAI_BrainTumor,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,mgmt_methylation,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-MG/checkpoint_final.pth,0.2,0.5206109881401062,0.5232558250427246,0.5,0.33076924085617065,0.6965988874435425,0.8183366060256958,0.8341651558876038,0.8043135404586792,0.8039383888244629,0.5761703252792358,0.48754286766052246,0.47263824939727783,0.4660138189792633,0.4657563865184784,0.7844576239585876,28752,1000,1754334769.0773034,200,6.092193744349217e-09,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
